,authors,title,year,abstract,affiliations,journal
153,"Zhijun Yu, Jianming Wei, Haitao Liu",An Energy-Efficient Target Tracking Framework in Wireless Sensor Networks,2009,"This study devises and evaluates an energy-efficient distributed collaborative signal and information processing framework for acoustic target tracking in wireless sensor networks. The distributed processing algorithm is based on mobile agent computing paradigm and sequential Bayesian estimation. At each time step, the short detection reports of cluster members will be collected by cluster head, and a sensor node with the highest signal-to-noise ratio (SNR) is chosen there as reference node for time difference of arrive (TDOA) calculation. During the mobile agent migration, the target state belief is transmitted among nodes and updated using the TDOA measurement of these fusion nodes one by one. The computing and processing burden is evenly distributed in the sensor network. To decrease the wireless communications, we propose to represent the belief by parameterized methods such as Gaussian approximation or Gaussian mixture model approximation. Furthermore, we present an attraction force function to handle the mobile agent migration planning problem, which is a combination of the node residual energy, useful information, and communication cost. Simulation examples demonstrate the estimation effectiveness and energy efficiency of the proposed distributed collaborative target tracking framework.",NaN; NaN; NaN,EURASIP Journal on Advances in Signal Processing
154,"Tyler J. Grant, Steven P. Bradbury, Steven P. Bradbury",The Role of Modeling in Monarch Butterfly Research and Conservation,2019,"Models are an integral part of the scientific endeavor, whether they be conceptual, mathematical, statistical, or simulation models. Models of appropriate complexity facilitate comprehension and improve understanding of the variables driving system processes. In the context of conservation planning decision-making or research efforts, a useful model can aid interpretation and avoid overfitting by including only essential elements. Models can serve two related, but different purposes: understanding and prediction of future system behavior. Predictive models can require several iterations of refinement and empirical data gathering to be useful for conservation planning. Models with less predictive ability can be used to enhance understanding of system function and generate hypotheses for empirical evaluation. Modeling monarch butterfly systems, whether it be landscape-scale movement in breeding habitats, migratory behavior, or population dynamics at monthly or yearly timeframes, is challenging because the systems encompass complex spatial and temporal interactions across nested scales that are difficult, if not impossible, to empirically observe or comprehend without simplification. We review mathematical, statistical, and simulation models that have provided insights into monarch butterfly systems. Mathematical models have provided understanding of underlying processes that may be driving monarch systems. Statistical models have provided understanding of patterns in empirical data, which may represent underlying mechanisms. Simulations models have provided understanding of mechanisms driving systems and provide the potential to link mechanisms with data to build more predictive models. As an example, recently published agent-based models of non-migratory eastern North American monarch butterfly movement and egg-laying may provide the means to explore how different spatial patterns of habitat, habitat quality, and the interaction of stressors can influence future adult recruitment. The migratory process, however, has not been addressed with agent-based modeling. Using western monarch migration as an example, we describe how modeling could be used to provide insights into migratory dynamics. Future integration of migratory models with non-migratory and population dynamics models may provide better understanding and ultimately prediction of monarch butterfly movement and population dynamics at a continental scale.","Department of Natural Resource Ecology and Management, Iowa State University, Ames, IA, United States; Department of Natural Resource Ecology and Management, Iowa State University, Ames, IA, United States; Department of Entomology, Iowa State University, Ames, IA, United States",Frontiers in Ecology and Evolution
155,"Tengfei Wang, Liangliang Wang, Haoliang Qin, Cong Zhao, Zongxian Bai, Xingbang Meng",Identification of Gas Channeling and Construction of a Gel-Enhanced Foam Plugging System for Oxygen-Reduced Air Flooding in the Changqing Oilfield,2022,"The accurate identification of gas channeling channels during foam-assisted oxygen-reduced air flooding (FAORAF) and the analysis of the main controlling factors are essential to propose reasonable and effective countermeasures to enhance oil recovery (EOR). However, there are few comprehensive studies on identifying gas channeling channels, the influencing factors, and the corresponding plugging EOR systems in FAORAF. The channeling channels of the injection and production wells of the Changqing Oilfield, China, under varying development schemes are identified utilizing fuzzy membership function theory in this work to obtain their primary distribution. The characteristics and influence factors of gas channeling channels are analyzed by numerical simulation using CMG. The recovery performance of each foam blocking system is evaluated by twin-tube sand pack models. As well, based on the features of reservoir fractures, a new gel-enhanced foam plugging system is developed. The results show that channeling channels chiefly develop along NE 60–70° and that foam could reduce gas channeling. Natural and artificial fractures are the principal factors causing gas channeling, followed by the injection method and gas injection rate. Under the premise of the injection and migration efficiency, the optimal gel system is a 0.1% HPAM + 0.1% organic chromium crosslinking agent. The addition of gel increases the viscosity of the liquid phase and strengthens the mechanical strength of the foam liquid film. At a permeability ratio of 12, the recovery factors of the binary plugging systems composed of microspheres, PEG, and gel combined with foam are 40.89%, 45.85%, and 53.33%, respectively. The movable gel foam system has a short breaking time (only 18 days) and a recovery factor of about 40% at a permeability ratio of 20. To be suitable for oil reservoirs with microfractures, an improved ternary gel foam system—0.1% HPAM + 0.1% chromium crosslinking agent + 0.05–0.1% nano-SiO<sub>2</sub>—is developed. Compared with the binary gel foam system, the recovery rate of the new nano-SiO<sub>2</sub> gel foam system after 15 days of ageing using the core splitting test is 25.24% during the FAORAF process, increasing by 12.38%.","School of Petroleum Engineering, China University of Petroleum (East China), Qingdao 266580, China; School of Petroleum Engineering, China University of Petroleum (East China), Qingdao 266580, China; School of Petroleum Engineering, China University of Petroleum (East China), Qingdao 266580, China; Research Institute of Shaanxi Yanchang Petroleum (Group) Co., Ltd., Xi’an 710065, China; Operation Area of Nanpu Oilfield, Jidong Oilfield Company of CNPC, Tangshan 063200, China; School of Petroleum Engineering, China University of Petroleum (East China), Qingdao 266580, China",Gels
156,"Simin Qi, Xiaoqing Guan, Jia Zhang, Dehua Yu, Xuefei Yu, Qinglin Li, Wenjuan Yin, Xiang-Dong Cheng, Weidong Zhang, Jiang-Jiang Qin",Targeting E2 ubiquitin-conjugating enzyme UbcH5c by small molecule inhibitor suppresses pancreatic cancer growth and metastasis,2022,"Abstract Background Pancreatic cancer is one of the most lethal cancers worldwide. The IAPs function as E3 ubiquitin ligases and contribute to pancreatic cancer initiation, progression, and metastasis. Although IAP-targeted therapies have been developed and shown anticancer efficacy in preclinical settings, none of them has been approved yet. Methods Transcriptome data from public datasets were used to analyze the correlation of IAPs and E2s, and the biological function of E2 UbcH5c in pancreatic cancer. A structure-based virtual screen was used to identify UbcH5c inhibitor, and surface plasmon resonance analysis and cellular thermal shift assays were employed to evaluate the binding affinity. The anticancer activities were demonstrated through in vitro and in vivo assays, while the related mechanisms were explored through transcriptomic and proteomic analyses and confirmed by western blot, immunofluorescence, and qRT-PCR. Results UbcH5c is positively correlated with the expression of IAPs in pancreatic cancer. We further found that UbcH5c is overexpressed and associated with a poor prognosis in pancreatic cancer. We identified a small-molecule UbcH5c inhibitor, termed DHPO, which directly bound to UbcH5c protein. DHPO inhibited cell viability and colony formation, induced apoptosis, and suppressed migration and invasion of pancreatic cancer cells in vitro. The compound inhibited UbcH5c-mediated IκBα degradation and NF-κB activation, which is critical for its anticancer activity. Furthermore, DHPO suppressed the tumor growth and metastasis in two orthotopic pancreatic tumor mouse models. Conclusions These results indicated that inhibiting UbcH5c is a novel and effective strategy for treating pancreatic cancer and DHPO represents a new class of UbcH5c inhibitor and may be further developed as an anti-pancreatic cancer therapeutic agent.","The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences; The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences; Shanxi Institute of Traditional Chinese Medicine; The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences; The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences; The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences; The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences; The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences; Institute of Interdisciplinary Integrative Medicine Research, Shanghai University of Traditional Chinese Medicine; The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital), Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences",Molecular Cancer
157,"Deborah S Rogers, Omkar Deshpande, Marcus W Feldman",The spread of inequality.,2011,"The causes of socioeconomic inequality have been debated since the time of Plato. Many reasons for the development of stratification have been proposed, from the need for hierarchical control over large-scale irrigation systems to the accumulation of small differences in wealth over time via inheritance processes. However, none of these explains how unequal societies came to completely displace egalitarian cultural norms over time. Our study models demographic consequences associated with the unequal distribution of resources in stratified societies. Agent-based simulation results show that in constant environments, unequal access to resources can be demographically destabilizing, resulting in the outward migration and spread of such societies even when population size is relatively small. In variable environments, stratified societies spread more and are also better able to survive resource shortages by sequestering mortality in the lower classes. The predictions of our simulation are provided modest support by a range of existing empirical studies. In short, the fact that stratified societies today vastly outnumber egalitarian societies may not be due to the transformation of egalitarian norms and structures, but may instead reflect the more rapid migration of stratified societies and consequent conquest or displacement of egalitarian societies over time.",NaN; NaN; NaN,PLoS ONE
158,"Bi Yao Mo, Xing Hua Guo, Meng Ru Yang, Fang Liu, Xuan Bi, Yan Liu, Lin Kai Fang, Xi Qing Luo, Julie Wang, Joseph A. Bellanti, Yun Feng Pan, Song Guo Zheng",Long Non-Coding RNA GAPLINC Promotes Tumor-Like Biologic Behaviors of Fibroblast-Like Synoviocytes as MicroRNA Sponging in Rheumatoid Arthritis Patients,2018,"Rapidly accumulating evidence has now suggested that the long non-coding RNAs (LncRNAs), a large and diverse class of non-coding transcribed RNA molecules with diverse functional roles and mechanisms, play a major role in the pathogenesis of many human inflammatory diseases. Although some LncRNAs are overexpressed in plasma, T cell, and synovial tissues of patients with rheumatoid arthritis (RA), there is a dearth of knowledge in what role these transcripts play in fibroblast-like synoviocytes (FLSs) of these patients. Here, our studies showed that GAPLINC, a newly identified functional LncRNA in oncology, displayed a greater degree of expression in FLSs from RA than in patients with traumatic injury. GAPLINC suppression in RA-FLS cells revealed significant alterations in cell proliferation, invasion, migration, and proinflammatory cytokines production. Additionally, we performed a preliminary bioinformatics analysis of GAPLINC gene sequence in order to find its target molecules, using miRanda, PITA, RNAhybrid algorithms, Kyoto encyclopedia of genes and genomes, and gene ontology analysis. Since the results predicted that some of microRNAs and mRNA may interact with GAPLINC, we simulated a gene co-action network model based on a competitive endogenous RNA theory. Further verification of this model demonstrated that silencing of GAPLINC increased miR-382-5p and miR-575 expression. The results of this study suggest that GAPLINC may function as a novel microRNAs sponging agent affecting the biological characteristics of RA-FLSs. Additionally, GAPLINC may also promote RA-FLS tumor-like behaviors in a miR-382-5p-dependent and miR-575-dependent manner. Based upon these findings, LncRNA GAPLINC may provide a novel valuable therapeutic target for RA patients.","Department of Internal Medicine, Division of Rheumatology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Internal Medicine, Division of Rheumatology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Internal Medicine, Division of Rheumatology, The Affiliated Hospital of Shenzhen University, Shenzhen, China; Department of Internal Medicine, Division of Rheumatology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Internal Medicine, Division of Rheumatology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Center for Clinic Immunology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Internal Medicine, Division of Rheumatology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Internal Medicine, Division of Rheumatology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Medicine, Division of Rheumatology, Hershey Medical Center at Penn State University, Hershey, PA, United States; Department of Pediatrics and Microbiology-Immunology, Georgetown University Medical Center, Washington, DC, United States; Department of Internal Medicine, Division of Rheumatology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Medicine, Division of Rheumatology, Hershey Medical Center at Penn State University, Hershey, PA, United States",Frontiers in Immunology
159,"Huthiafa Q. Qadori, Zuriati A. Zulkarnain, Zurina Mohd Hanapi, Shamala Subramaniam",A Spawn Mobile Agent Itinerary Planning Approach for Energy-Efficient Data Gathering in Wireless Sensor Networks,2017,"Mobile agent (MA), a part of the mobile computing paradigm, was recently proposed for data gathering in Wireless Sensor Networks (WSNs). The MA-based approach employs two algorithms: Single-agent Itinerary Planning (SIP) and Multi-mobile agent Itinerary Planning (MIP) for energy-efficient data gathering. The MIP was proposed to outperform the weakness of SIP by introducing distributed multi MAs to perform the data gathering task. Despite the advantages of MIP, finding the optimal number of distributed MAs and their itineraries are still regarded as critical issues. The existing MIP algorithms assume that the itinerary of the MA has to start and return back to the sink node. Moreover, each distributed MA has to carry the processing code (data aggregation code) to collect the sensory data and return back to the sink with the accumulated data. However, these assumptions have resulted in an increase in the number of MA’s migration hops, which subsequently leads to an increase in energy and time consumption. In this paper, a spawn multi-mobile agent itinerary planning (SMIP) approach is proposed to mitigate the substantial increase in cost of energy and time used in the data gathering processes. The proposed approach is based on the agent spawning such that the main MA is able to spawn other MAs with different tasks assigned from the main MA. Extensive simulation experiments have been conducted to test the performance of the proposed approach against some selected MIP algorithms. The results show that the proposed SMIP outperforms the counterpart algorithms in terms of energy consumption and task delay (time), and improves the integrated energy-delay performance.","Department of Wireless and Communication Technology, Faculty of Computer Science and Information Technolog, University Putra Malaysia, Serdang 43400, Malaysia; Department of Wireless and Communication Technology, Faculty of Computer Science and Information Technolog, University Putra Malaysia, Serdang 43400, Malaysia; Department of Wireless and Communication Technology, Faculty of Computer Science and Information Technolog, University Putra Malaysia, Serdang 43400, Malaysia; Department of Wireless and Communication Technology, Faculty of Computer Science and Information Technolog, University Putra Malaysia, Serdang 43400, Malaysia",Sensors
160,"Truc Thao Huynh, Sreeja Sreekumar, Cedric Mpoy, Buck Edward Rogers",Therapeutic Efficacy of <sup>177</sup>Lu-Labeled A20FMDV2 Peptides Targeting α<sub>ν</sub>β<sub>6</sub>,2022,"Integrin α<sub>ν</sub>β<sub>6</sub> promotes migration and invasion of cancer cells, and its overexpression often correlates with poor survival. Therefore, targeting α<sub>ν</sub>β<sub>6</sub> with radioactive peptides would be beneficial for cancer imaging and therapy. Previous studies have successfully developed radiotracers based on the peptide A20FMDV2 that showed good binding specificity for α<sub>ν</sub>β<sub>6</sub>. However, one concern of these α<sub>ν</sub>β<sub>6</sub> integrin-targeting probes is that their rapid blood clearance and low tumor uptake would preclude them from being used for therapeutic purposes. In this study, albumin binders were used to increase tumor uptake for therapeutic applications while the non-albumin peptide was evaluated as a potential positron emission tomography (PET) imaging agent. All peptides used the DOTA chelator for radiolabeling with either <sup>68</sup>Ga for imaging or <sup>177</sup>Lu for therapy. PET imaging with [<sup>68</sup>Ga]Ga-DOTA-(PEG28)<sub>2</sub>-A20FMDV2 revealed specific tumor uptake in α<sub>ν</sub>β<sub>6</sub>-positive tumors. Albumin-binding peptides EB-DOTA-(PEG28)<sub>2</sub>-A20FMDV2 and IBA-DOTA-(PEG28)<sub>2</sub>-A20FMDV2 were radiolabeled with <sup>177</sup>Lu. Biodistribution studies in normal mice showed longer blood circulation times for the albumin binding peptides compared to the non-albumin peptide. Therapy studies in mice demonstrated that both <sup>177</sup>Lu-labeled albumin binding peptides resulted in significant tumor growth inhibition. We believe these are the first studies to demonstrate the therapeutic efficacy of a radiolabeled peptide targeting an α<sub>ν</sub>β<sub>6</sub>-positive tumor.","Department of Radiation Oncology, Washington University School of Medicine, St. Louis, MO 63108, USA; Department of Radiation Oncology, Washington University School of Medicine, St. Louis, MO 63108, USA; Department of Radiation Oncology, Washington University School of Medicine, St. Louis, MO 63108, USA; Department of Radiation Oncology, Washington University School of Medicine, St. Louis, MO 63108, USA",Pharmaceuticals
161,"Huanhuan Xu, Litian Wang, Boya Shi, Lihong Hu, Chunxia Gan, Ya Wang, Zemin Xiang, Xuanjun Wang, Jun Sheng",Caffeine inhibits the anticancer activity of paclitaxel via down-regulation of α-tubulin acetylation,2020,"Caffeine (1,3,7-trimethylxanthine) is a xanthine alkaloid found in a number of dietary products consumed worldwide, such as coffee, tea, and soft beverages, and is known to act as a modifying agent for cytotoxic chemotherapeutic drugs. Studies have shown that caffeine reduces the cytotoxic effects of paclitaxel and inhibits paclitaxel-induced apoptosis; however, the underlying mechanism remains unclear. Here, we investigated whether caffeine inhibits the antitumor activity of paclitaxel via down-regulation of α-tubulin acetylation. In vitro studies, involving MTT assay, wound-healing assay, cell apoptosis assay, and western blotting analysis of A549 and HeLa cells, were performed. A549 and HeLa cell-based xenografts were established, and western blotting and immunohistochemical staining were performed for in vivo studies. The results showed that caffeine promoted the growth of cancer cells treated with paclitaxel. Additionally, caffeine enhanced migration ability, inhibited apoptosis, and decreased the acetylation of α-tubulin in paclitaxel-treated cancer cells. Furthermore, caffeine decreased the inhibitory effect of paclitaxel on tumor growth through down-regulation of α-tubulin acetylation in vivo. Taken together, these findings demonstrate that caffeine inhibits the anticancer activity of paclitaxel via down-regulation of α-tubulin acetylation, suggesting that patients receiving treatment with taxanes, such as paclitaxel, should avoid consuming caffeinated beverages or foods.","Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Science, Yunnan Agricultural University, Kunming, 650201, China; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Food Science and Technology, Yunnan Agricultural University, Kunming, 650201, China; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Food Science and Technology, Yunnan Agricultural University, Kunming, 650201, China; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Food Science and Technology, Yunnan Agricultural University, Kunming, 650201, China; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Food Science and Technology, Yunnan Agricultural University, Kunming, 650201, China; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Science, Yunnan Agricultural University, Kunming, 650201, China; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Food Science and Technology, Yunnan Agricultural University, Kunming, 650201, China; Corresponding authors at: Yunnan Agricultural University, Heilongtan, North of Kunming, Kunming, 650201, China.; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; College of Science, Yunnan Agricultural University, Kunming, 650201, China; State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan, Kunming, 650201, China; Corresponding authors at: Yunnan Agricultural University, Heilongtan, North of Kunming, Kunming, 650201, China.; Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming, 650201, China; State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan, Kunming, 650201, China; Corresponding authors at: Yunnan Agricultural University, Heilongtan, North of Kunming, Kunming, 650201, China.",Biomedicine & Pharmacotherapy
162,"Chiming Lee, Jiahnhaur Liao, Seuhwa Chen, Chiaohan Yen, Yuchieh Lee, Shihhao Huang, Shengtung Huang, Chunmao Lin, Vincent Hungshu Chang",Fluorine-Modified Rutaecarpine Exerts Cyclooxygenase-2 Inhibition and Anti-inflammatory Effects in Lungs,2019,"Inflammation is the first step that leads to inflammatory cell migration, cytokine release, and myofibroblast formation. Myofibroblasts can deposit excess amounts of extracellular matrix. Cyclooxygenase (COX) inhibitor exhibits strong anti-inflammatory response; however, this is usually achieved with undesirable side effects. In this study, we demonstrated the effects of the fluorine-modified rutaecarpine (RUT), fluoro-2-methoxyrutaecarpine (F-RUT), in inflammatory damage in the lungs. Based on the results, F-RUT retained anti-inflammatory activity both in vitro and in vivo in lungs. Compared to the parent compound, F-RUT showed better COX-2 suppression as a COX-2-selective inhibitor with lower cytotoxicity, and enhanced molecular reactivity and biological activity. F-RUT was also observed to reduce reactive oxygen species (ROS) generation and inflammatory infiltrating neutrophils in lipopolysaccharide (LPS)-stimulated zebrafish and ovalbumin (OVA)/alum-challenged KLF-10-knockout mouse lungs, respectively. Furthermore, F-RUT ameliorated the respiratory function in OVA/alum-challenged BALB/c mice by maintaining the thickness of the blood-air barrier in mouse lungs. Overall, these data suggest that F-RUT may function as an effective therapeutic agent for inflammation-induced lung dysfunction, and a better selection for pharmaceutical purposes than conventionally used anti-inflammatory agents.","Graduate Institute of Medical Sciences, College of Medicine, Taipei Medical University, Taipei, Taiwan; Institute of Biological Chemistry, Academia Sinica, Taipei, Taiwan; Department of Anatomy and Cell Biology, School of Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan; Graduate Institute of Medical Sciences, College of Medicine, Taipei Medical University, Taipei, Taiwan; Department of Obstetrics and Gynecology, Taipei Medical University Hospital, Taipei, Taiwan; Department of Food Technology and Marketing Management, Taipei University of Marine Technology, Taipei, Taiwan; Graduate Institute of Biochemical and Biomedical Engineering, College of Engineering, National Taipei University of Technology, Taipei, Taiwan; Department of Biochemistry and Molecular Cell Biology, School of Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan; Department of Physiology, School of Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan",Frontiers in Pharmacology
163,"Adriana Nicoleta Frone, Cristian Andi Nicolae, Mihaela Carmen Eremia, Vlad Tofan, Marius Ghiurea, Ioana Chiulan, Elena Radu, Celina Maria Damian, Denis Mihaela Panaitescu",Low Molecular Weight and Polymeric Modifiers as Toughening Agents in Poly(3-Hydroxybutyrate) Films,2020,"The inherent brittleness of poly(3-hydroxybutyrate) (PHB) prevents its use as a substitute of petroleum-based polymers. Low molecular weight plasticizers, such as tributyl 2-acetyl citrate (TAC), cannot properly solve this issue. Herein, PHB films were obtained using a biosynthesized poly(3-hydroxyoctanoate) (PHO) and a commercially available TAC as toughening agents. The use of TAC strongly decreased the PHB thermal stability up to 200 °C due to the loss of low boiling point plasticizer, while minor weight loss was noticed at this temperature for the PHB-PHO blend. Both agents shifted the glass transition temperature of PHB to a lower temperature, the effect being more pronounced for TAC. The elongation at break of PHB increased by 700% after PHO addition and by only 185% in the case of TAC; this demonstrates an important toughening effect of the polymeric modifier. Migration of TAC to the upper surface of the films and no sign of migration in the case of PHO were highlighted by X-ray photoelectron spectroscopy (XPS) and atomic force microscopy (AFM) results. In vitro biocompatibility tests showed that all the PHB films are non-toxic towards L929 cells and have no proinflammatory immune response. The use of PHO as a toughening agent in PHB represents an attractive solution to its brittleness in the case of packaging and biomedical applications while conserving its biodegradability and biocompatibility.","Polymer Department, National Institute for R&D in Chemistry and Petrochemistry ICECHIM, 202 Splaiul Independentei, 060021 Bucharest, Romania; Polymer Department, National Institute for R&D in Chemistry and Petrochemistry ICECHIM, 202 Splaiul Independentei, 060021 Bucharest, Romania; National Institute for Chemical Pharmaceutical Research and Development ICCF, 112 Calea Vitan, 031299 Bucharest, Romania; Cantacuzino National Institute of R&D for Microbiology and Immunology, 103 Splaiul Independentei, 050096 Bucharest, Romania; Polymer Department, National Institute for R&D in Chemistry and Petrochemistry ICECHIM, 202 Splaiul Independentei, 060021 Bucharest, Romania; Polymer Department, National Institute for R&D in Chemistry and Petrochemistry ICECHIM, 202 Splaiul Independentei, 060021 Bucharest, Romania; Polymer Department, National Institute for R&D in Chemistry and Petrochemistry ICECHIM, 202 Splaiul Independentei, 060021 Bucharest, Romania; Advanced Polymer Materials Group, Faculty of Applied Chemistry and Materials Science, University Politehnica of Bucharest, 1-7 Gheorghe Polizu, 011061 Bucharest, Romania; Polymer Department, National Institute for R&D in Chemistry and Petrochemistry ICECHIM, 202 Splaiul Independentei, 060021 Bucharest, Romania",Polymers
164,"Haibin Cai, Chao Peng, Yue Zhang, Linhua Jiang",A Component-based Intelligent Seamless Service Migration Mechanism and Flexible Communication Protocol in Pervasive Computing Systems,2014,"In pervasive computing systems, service selection and fault tolerance are two primary factors, which determines reliability and efficient of service selection system. In this paper, according on ANN-based (Artificial Neural Network) service selection model, we extend the definition and formal description of service, and propose the architecture of service migration system, evaluation method, judgment theorems of triggering and a serviceoriented seamless migration (SOSM) algorithm in pervasive computing systems. We also propose the flexible communication protocol for service seamless migration activity based on mobile agent computing network. We have implemented the SOSM mechanism and flexible communication protocol in an intelligent service selection prototype (ISSPS) system, which provide the pervasive web services for users in pervasive computing environment. The results show that the proposed service migration mechanism is not only reliable but also efficient.",NaN; NaN; NaN; NaN,International Journal of Computational Intelligence Systems
165,"Adrian M. Tompkins, Nicky McCreesh",Migration statistics relevant for malaria transmission in Senegal derived from mobile phone data and used in an agent-based migration model,2016,"One year of mobile phone location data from Senegal is analysed to determine the characteristics of journeys that result in an overnight stay, and are thus relevant for malaria transmission. Defining the home location of each person as the place of most frequent calls, it is found that approximately 60% of people who spend nights away from home have regular destinations that are repeatedly visited, although only 10% have 3 or more regular destinations. The number of journeys involving overnight stays peaks at a distance of 50 km, although roughly half of such journeys exceed 100 km. Most visits only involve a stay of one or two nights away from home, with just 4% exceeding one week. A new agent-based migration model is introduced, based on a gravity model adapted to represent overnight journeys. Each agent makes journeys involving overnight stays to either regular or random locations, with journey and destination probabilities taken from the mobile phone dataset. Preliminary simulations show that the agentbased model can approximately reproduce the patterns of migration involving overnight stays.","Abdus Salam International Centre for Theoretical Physics, Trieste; London School of Hygiene and Tropical Medicine, London",Geospatial Health
166,"Moinuddin Hassan, Jason Riley, Victor Chernomordik, Paul Smith, Randall Pursley, Sang Bong Lee, Jacek Capala, Gandjbakhche Amir H",Fluorescence Lifetime Imaging System for in Vivo Studies,2007,"In this article, a fluorescence lifetime imaging system for small animals is presented. Data were collected by scanning a region of interest with a measurement head, a linear fiber array with fixed separations between a single source fiber and several detection fibers. The goal was to localize tumors and monitor their progression using specific fluorescent markers. We chose a near-infrared contrast agent, Alexa Fluor 750 (Invitrogen Corp., Carlsbad, CA). Preliminary results show that the fluorescence lifetime for this dye was sensitive to the immediate environment of the fluorophore (in particular, pH), making it a promising candidate for reporting physiologic changes around a fluorophore. To quantify the intrinsic lifetime of deeply embedded fluorophores, we performed phantom experiments to investigate the contribution of photon migration effects on observed lifetime by calculating the fluorescence intensity decay time. A previously proposed theoretical model of migration, based on random walk theory, is also substantiated by new experimental data. The developed experimental system has been used for in vivo mouse imaging with Alexa Fluor 750 contrast agent conjugated to tumor-specific antibodies (trastuzumab [Herceptin]). Three-dimensional mapping of the fluorescence lifetime indicates lower lifetime values in superficial breast cancer tumors in mice.",NaN; NaN; NaN; NaN; NaN; NaN; NaN; NaN,Molecular Imaging
